"source","stockid","lme","comm_name","species","year","msy_mt","bbmsy","uumsy"
"RAM","JPUFFIMKB","Kuroshio Current","Japanese pufferfish","Takifugu rubripes",2013,133.7354381,0.149603174603175,1.78457106274008
"RAM","JPUFFSOJECSSI","Sea of Japan","Japanese pufferfish","Takifugu rubripes",2013,257.5122692,0.73731884057971,1.31116588870824
"RAM","KCROCKNPAC","Kuroshio Current","Kichiji rockfish","Sebastolobus macrochir",2013,743.568,1.46181653863534,0.366158828291749
"RAM","KELPGREENLINGORECOAST","California Current","Kelp greenling","Hexagrammos decagrammus",2004,130,2.34886649874055,0.593696275071634
"RAM","KINGKLIPSA","Agulhas Current","Kingklip","Genypterus capensis",2012,5855,1.29690759917665,0.462682621547094
"RAM","KMFLOUNBSAI","East Bering Sea","Kamchatka flounder","Atheresthes evermanni",2014,7870.732589,1.29310344827586,0.553540609469654
"RAM","LINGCODNPCOAST","California Current","Lingcod","Ophiodon elongatus",2008,1734,1.42,0.252857142857143
"RAM","LINGCODSPCOAST","California Current","Lingcod","Ophiodon elongatus",2008,1678,2.88592896174863,0.0932038834951456
"RAM","LISQUIDATLC","Northeast U.S. Continental Shelf","Longfin inshore squid","Doryteuthis pealeii",2009,16171.22329,0.938568565027709,0.6298672298801
"RAM","LNOSESKAPCOAST","California Current","Longnose skate","Beringraja rhina",2007,1268,1.76313785224676,0.8
"RAM","LSTHORNHPCOAST","California Current","Longspine thornyhead","Sebastolobus altivelis",2012,2529,2.18950259383583,0.142857142857143
"RAM","MACKNEICES","Iceland Shelf and Sea","Mackerel","Scomber scombrus",2014,726365.3194,1.55642023346304,1.60952380952381
"RAM","MACKNWATLSA3-4","Labrador - Newfoundland","Mackerel","Scomber scombrus",2013,35101.16867,0.0581027422952473,3.64309592858163
"RAM","MEGSPPVIb","Celtic-Biscay Shelf","Megrim spp","Lepidorhombus spp",2014,1988.831525,2.29698614786037,0.36
"RAM","MENATGM","Gulf of Mexico","Gulf menhaden","Brevoortia patronus",2014,844066.8051,1.57648470595039,0.053
"RAM","MENATLAN","Northeast U.S. Continental Shelf","Atlantic menhaden","Brevoortia tyrannus",2014,330924.2015,0.9678391959799,0.47875
"RAM","MHMACKMEDGSA29","Black Sea","Mediterranean horse mackerel","Trachurus mediterraneus",2014,19690.11288,0.761351397990659,5.44444444444444
"RAM","MONKGOMNGB","Northeast U.S. Continental Shelf","Monkfish","Lophius americanus",2011,9383,1.31310500499197,0.22806841632881
"RAM","MONKSGBMATL","Northeast U.S. Continental Shelf","Monkfish","Lophius americanus",2011,14328,1.54883000544184,0.385280286567974
"RAM","MORWONGESE","Southeast Australian Shelf","Jackass morwong","Nemadactylus macropterus",2014,410.5118522,0.827788469808718,3.95836281098215
"RAM","MORWONGWSE","Southeast Australian Shelf","Jackass morwong","Nemadactylus macropterus",2014,180.4178582,1.68546614353165,0.030906782786932
"RAM","MULLQNSW","East Central Australian Shelf","Sea mullet","Mugil cephalus",2003,8552.793551,1.4838155758404,0.343935047977136
"RAM","MUTSNAPSATLCGM","Gulf of Mexico","Mutton snapper","Lutjanus analis",2013,413.9,1.13323850165955,0.977777777777778
"RAM","NEPHMEDGSA11","Mediterranean Sea","Norway lobster","Nephrops norvegicus",2014,31.209084,0.652334825655164,1.58947368421053
"RAM","NEPHMEDGSA17-18","Mediterranean Sea","Norway lobster","Nephrops norvegicus",2014,2162.891096,0.402832415420928,1.39736842105263
"RAM","NEPHMEDGSA5","Mediterranean Sea","Norway lobster","Nephrops norvegicus",2013,23.49845123,0.999329593069442,1.68823529411765
"RAM","NEPHMEDGSA9","Mediterranean Sea","Norway lobster","Nephrops norvegicus",2014,165.3617595,0.460132563130976,2.21052631578947
"RAM","NPOUTIIIa-IV","North Sea","Norway pout","Trisopterus esmarkii",2014,207682.4358,1.21692307692308,3.61890995875388
"RAM","NROCKBSAI","East Bering Sea","Northern rockfish","Sebastes polyspinis",2010,7602.189595,2.0772746157042,0.312676056338028
"RAM","NROCKGA","Gulf of Alaska","Northern rockfish","Sebastes polyspinis",2010,4507.564513,2.01756177251378,0.366349750485644
"RAM","NRSOLEEBSAI","East Bering Sea","Northern rock sole","Lepidopsetta polyxystra",2012,107927.0529,2.28793774319066,0.365853658536585
"RAM","NRSOLEGA","Gulf of Alaska","Northern rock sole","Lepidopsetta polyxystra",2014,3400.454884,2.32596685082873,0.286651475581273
"RAM","NZLINGESE","Southeast Australian Shelf","Ling","Genypterus blacodes",2007,364.5858755,0.589565886995861,3.59344177358463
"RAM","NZLINGLIN3-4","New Zealand Shelf","Ling","Genypterus blacodes",2014,6424,1.40775916961388,0.114297537504588
"RAM","NZLINGLIN5-6","New Zealand Shelf","Ling","Genypterus blacodes",2011,23827,2.07446600804405,0.0481324103998078
"RAM","NZLINGLIN6b","New Zealand Shelf","Ling","Genypterus blacodes",2006,893.8449,2.18639106593499,0.222002728476962
"RAM","NZLINGLIN72","New Zealand Shelf","Ling","Genypterus blacodes",2010,544.244,1.1687229415232,0.190249846937182
"RAM","NZLINGLIN7WC","New Zealand Shelf","Ling","Genypterus blacodes",2008,5150,1.70554503578959,0.180466300132605
"RAM","NZLINGWSE","South West Australian Shelf","Ling","Genypterus blacodes",2007,1234.677882,1.08362147005865,0.374516752577319
"RAM","NZSNAPNZ1BOP-HAGU","New Zealand Shelf","New zealand snapper","Pagrus auratus",2013,4427.848612,0.453954630663819,1.14425448000891
"RAM","NZSNAPNZ1ENLD","New Zealand Shelf","New zealand snapper","Pagrus auratus",2013,1762.656372,0.567028351417571,1.7509172412772
"RAM","NZSNAPNZ7","New Zealand Shelf","New zealand snapper","Pagrus auratus",2014,699,0.729173388397754,0.836
"RAM","NZSNAPNZ8","New Zealand Shelf","New zealand snapper","Pagrus auratus",2005,2284.7076,0.353074416513298,3.90641265897126
"RAM","OFLOUNECS","East China Sea","Japanese flounder","Paralichthys olivaceus",2013,1181.763806,0.332747193290951,2.4233814527754
"RAM","OFLOUNNSJ","Sea of Japan","Japanese flounder","Paralichthys olivaceus",2013,1556.224123,0.233766233766234,2.06851971557854
"RAM","OFLOUNPAC","Kuroshio Current","Japanese flounder","Paralichthys olivaceus",2012,2156.174,1.39720171006607,0.388367561682396
"RAM","OFLOUNSETO","Kuroshio Current","Japanese flounder","Paralichthys olivaceus",2013,874.6563098,0.485370051635112,1.41208303386462
"RAM","OROUGHYCASCADE","South West Australian Shelf","Orange roughy","Hoplostethus atlanticus",2006,1437.826013,1.85912588378925,0.620104101637055
"RAM","OROUGHYCH","Humboldt Current","Orange roughy","Hoplostethus atlanticus",2011,222.4233527,1.99910152740341,0
"RAM","OROUGHYESCR","New Zealand Shelf","Orange roughy","Hoplostethus atlanticus",2014,8640,0.85,0.307951102641175
"RAM","OROUGHYNWCR","New Zealand Shelf","Orange roughy","Hoplostethus atlanticus",2014,1386,1.04,0.06
"RAM","OROUGHYNZ7A","New Zealand Shelf","Orange roughy","Hoplostethus atlanticus",2014,1848,1.15,0.21
"RAM","OROUGHYNZMEC","New Zealand Shelf","Orange roughy","Hoplostethus atlanticus",2014,2214,0.4,0.626010829538733
"RAM","OROUGHYSE","South West Australian Shelf","Orange roughy","Hoplostethus atlanticus",2013,2191.690032,1.07945843337559,0.0630086380777731
"RAM","PACBTUNA","South Pacific Ocean","Pacific bluefin tuna","Thunnus orientalis",2012,27398.70189,0.329,4.91437872454167
"RAM","PANCHPERUNC","Humboldt Current","Peruvian anchoveta","Engraulis ringens",2014,4183417.169,0.996996996996997,0.460337340249767
"RAM","PANDAL4RST","Labrador - Newfoundland","Northern shrimp","Pandalus borealis",2011,42824.85055,1.0963845562748,0.730525456937428
"RAM","PANDALGOM","Northeast U.S. Continental Shelf","Northern shrimp","Pandalus borealis",2008,5369.742653,1.54994433565214,0.57396534002929
"RAM","PANDALSFA13-15","Scotian Shelf","Northern shrimp","Pandalus borealis",2012,8751.52071,1.43038853139977,0.335514849392909
"RAM","PANDALSFA2-3","Canadian Eastern Arctic -West Greenland","Northern shrimp","Pandalus borealis",2014,33832.84841,1.70329943843494,0.100993498901643
"RAM","PANDALSFA4","Labrador - Newfoundland","Northern shrimp","Pandalus borealis",2012,57628.27018,2.48479115647315,0.091484141996146
"RAM","PANDALSFA6","Labrador - Newfoundland","Northern shrimp","Pandalus borealis",2012,75441.80205,1.03782225282805,0.651381085970735
"RAM","PANDALSMA14","Gulf of Alaska","Ocean shrimp","Pandalus jordani",2010,170.1596347,1.53143390495504,0.229864561166481
"RAM","PANDALSMA16","Gulf of Alaska","Ocean shrimp","Pandalus jordani",2010,58.48743119,0.981424318758184,0.625424782469239
"RAM","PANDALSMA18-19","Gulf of Alaska","Ocean shrimp","Pandalus jordani",2011,163.7737685,0.248336963398151,0
"RAM","PANDALSMAFR","Gulf of Alaska","Ocean shrimp","Pandalus jordani",2010,151.1837814,1.27677091336387,0.374040831329003
"RAM","PANDALSMAGTSE","Gulf of Alaska","Ocean shrimp","Pandalus jordani",2010,132.1030471,1.63359136054081,0.255789559927217
"RAM","PANDALSMAPRD","Gulf of Alaska","Ocean shrimp","Pandalus jordani",2010,415.6878955,1.7677249025852,0.0353827260210565
"RAM","PATGRENADIERCH","Humboldt Current","Patagonian grenadier","Macruronus magellanicus",2014,114269.9457,0.369098712446352,1.15000564806107
"RAM","PATGRENADIERSARG","Patagonian Shelf","Patagonian grenadier","Macruronus magellanicus",2014,90271.74387,0.632615720014015,1.12121212121212
"RAM","PAUANPAU5A","New Zealand Shelf","Paua","Haliotis iris",2014,73,1.16222760290557,0.4
"RAM","PAUAPAU5B","New Zealand Shelf","Paua","Haliotis iris",2013,190,1.18092691622103,0.29
"RAM","PAUAPAU5D","New Zealand Shelf","Paua","Haliotis iris",2012,121,0.86980306345733,0.8
"RAM","PAUAPAU7","New Zealand Shelf","Paua","Haliotis iris",2014,207,0.429387089256584,1.32
"RAM","PAUASPAU5A","New Zealand Shelf","Paua","Haliotis iris",2014,57,1.01556842867487,0.47
"RAM","PCEELARGS","Patagonian Shelf","Pink cusk eel","Genypterus blacodes",2013,11700,0.433123088167619,2.9354666281235
"RAM","PCEELCSCH","Humboldt Current","Pink cusk eel","Genypterus blacodes",2014,2993.635155,0.520555258942872,0.632911392405063
"RAM","PCEELSCH","Humboldt Current","Pink cusk eel","Genypterus blacodes",2014,909.4450572,0.413698630136986,0.266666666666667
"RAM","PCOD5AB","Gulf of Alaska","Pacific cod","Gadus macrocephalus",2012,763.3,0.275894869048059,0.84524209184191
"RAM","PCODAI","East Bering Sea","Pacific cod","Gadus macrocephalus",2014,25564.66847,0.797158445718572,0.520140952310081
"RAM","PCODBS","East Bering Sea","Pacific cod","Gadus macrocephalus",2014,184978.517,1.23404255319149,1.0096214467837
"RAM","PCODGA","Gulf of Alaska","Pacific cod","Gadus macrocephalus",2010,66403.74235,1.47627416520211,0.549275362318841
"RAM","PCODHS","Gulf of Alaska","Pacific cod","Gadus macrocephalus",2003,3313.1,0.529650015577942,0.218926553672316
"RAM","PCODNPAC","Kuroshio Current","Pacific cod","Gadus macrocephalus",2013,188097.77,0.215074320126177,0.751452230873814
"RAM","PCODWCVANI","Gulf of Alaska","Pacific cod","Gadus macrocephalus",2001,1714.713486,0.668548506908335,0.469026548672566
"RAM","PERCHEBSAI","East Bering Sea","Pacific ocean perch","Sebastes alutus",2010,15390.8486,1.76963654907364,0.344594594594595
"RAM","PERCHQCI","Gulf of Alaska","Pacific ocean perch","Sebastes alutus",2012,1488,1.57447973713034,0.482
"RAM","PERCHWCVANI","Gulf of Alaska","Pacific ocean perch","Sebastes alutus",2012,1048,1.47529695300396,0.384
"RAM","PGEODWA","California Current","Pacific geoduck","Panopea generosa",2010,4956.210958,2.08639056685188,0.207293745221766
"RAM","PHAKEPCOAST","California Current","Pacific hake","Merluccius productus",2014,406000,2.71331058020478,0.256024096385542
"RAM","PHFLOUNSOJ","Sea of Japan","Pointhead flounder","Cleisthenes herzensteini",2013,2961.814499,0.848529054218332,1.07326922055151
"RAM","PILCHPJPN","Kuroshio Current","Japanese sardine","Sardinops sagax",2013,175942.4024,1.3384141451571,0.740296118447379
"RAM","PILCHTSST","East China Sea","Japanese sardine","Sardinops sagax",2013,53011.80649,1.07327783968015,1.31715506715507
"RAM","PINKSHRIMPGM","Gulf of Mexico","Pink shrimp","Farfantepenaeus duorarum",2013,3549.905254,2.33485333960138,0.18955223880597
"RAM","PLAIC7d","Celtic-Biscay Shelf","European plaice","Pleuronectes platessa",2014,4969.363769,2.22256640594749,0.476
"RAM","PLAICCELT","Celtic-Biscay Shelf","European plaice","Pleuronectes platessa",2014,1176.537968,1.07,0.62
"RAM","PLAICECHW","Celtic-Biscay Shelf","European plaice","Pleuronectes platessa",2013,2014.532212,2.89090909090909,1.14166666666667
"RAM","PLAICIS","Celtic-Biscay Shelf","European plaice","Pleuronectes platessa",2014,4879.863392,1.04888375673595,0.525479869397588
"RAM","PLAICNS","North Sea","European plaice","Pleuronectes platessa",2014,194792.4085,1.45767172807603,0.976190476190476
"RAM","POLL5YZ","Northeast U.S. Continental Shelf","Pollock","Pollachius virens",2014,19678,1.47301997605155,0.252707581227437
"RAM","POLLFAPL","Faroe Plateau","Pollock","Pollachius virens",2014,43140.49756,1.13768115942029,1.63333333333333
"RAM","POLLIEG","Iceland Shelf and Sea","Pollock","Pollachius virens",2014,65000,2.13846153846154,0.795
"RAM","POLLNEAR","Barents Sea","Pollock","Pollachius virens",2014,178424.3942,1.58181818181818,0.84375
"RAM","POLLNS-VI-IIIa","North Sea","Pollock","Pollachius virens",2014,200000,1.39333333333333,0.872222222222222
"RAM","POPERCHGA","Gulf of Alaska","Pacific ocean perch","Sebastes alutus",2010,20243,1.461973664447,0.511035631959438
"RAM","POPERCHPCOAST","California Current","Pacific ocean perch","Sebastes alutus",2010,1058,0.48828125,0.275175644028103
"RAM","PSHRMPMEDGSA6","Mediterranean Sea","Deep water rose shrimp","Parapenaeus longirostris",2012,139.9835851,1.56226598265666,5.48148148148148
"RAM","PSOLEPCOAST","California Current","Petrale sole","Eopsetta jordani",2014,795.4814368,1.11124387620982,0.938571428571429
"RAM","PTOOTHFISHCH","Humboldt Current","Patagonian toothfish","Dissostichus eleginoides",2014,5511.542277,0.34,2.12
"RAM","PTOOTHFISHMI","South Pacific Ocean","Patagonian toothfish","Dissostichus eleginoides",2009,184.369,2.26513067044418,0.0926769153720583
"RAM","PTOOTHFISHPEI","Indian Ocean","Patagonian toothfish","Dissostichus eleginoides",2013,1514.43,2.58,0.00649
"RAM","RBRMECS","East China Sea","Red seabream","Pagrus major",2013,11625.59874,0.0985860533443511,3.23943661971831
"RAM","RBRMSETOE","Kuroshio Current","Red seabream","Pagrus major",2013,3105.528673,0.101498308361527,3.08034568323779
"RAM","RBRMSETOW","Kuroshio Current","Red seabream","Pagrus major",2013,4173.130057,0.27288294757775,1.4752625296729
"RAM","RDSHRMPMEDGSA1","Mediterranean Sea","Red shrimp","Aristeus antennatus",2014,201.9823587,1.17608635821429,3.90243902439024
"RAM","RDSHRMPMEDGSA6","Mediterranean Sea","Red shrimp","Aristeus antennatus",2014,598.4662516,NA,1.225
"RAM","REDDEEP2J3K-3LNO","Labrador - Newfoundland","Deepwater redfish","Sebastes mentella",2009,22000,0.63346120026543,0.0238123834845804
"RAM","REDDEEPI-II","Barents Sea","Deepwater redfish","Sebastes mentella",2014,86384.69324,2.06434459753428,0.105423846739998
"RAM","REDDEEPUT12","Scotian Shelf","Deepwater redfish","Sebastes mentella",2009,21000,3.03557533753247,0.298363054077757
"RAM","REDFEAUS","Southeast Australian Shelf","Redfish","Centroberyx affinis",2014,913.2456563,0.142726366279676,0.888810215271602
"RAM","REDFISHSPP3LN","Labrador - Newfoundland","Redfish species","Sebastes spp",2013,24440,1.31,0.214
"RAM","REDFISHSPP3M","Labrador - Newfoundland","Redfish species","Sebastes spp",2014,27361.91857,1.02584555316132,0.263635077132813
"RAM","REXSOLEGA","Gulf of Alaska","Rex sole","Glyptocephalus zachirus",2011,2687.688879,1.20340100232099,0.577647058823529
"RAM","REYEROCKBSAI","East Bering Sea","Rougheye rockfish","Sebastes aleutianus",2014,1426.910169,0.699609100932144,0.3
"RAM","REYEROCKGA","Gulf of Alaska","Rougheye rockfish","Sebastes aleutianus",2009,659.2301876,1.54847396768402,0.178958333333333
"RAM","RGROUPGM","Gulf of Mexico","Red grouper","Epinephelus morio",2013,6529.16,1.18775510204082,0.594339622641509
"RAM","RGROUPSATL","Southeast U.S. Continental Shelf","Red grouper","Epinephelus morio",2008,503.49,0.790895061728395,1.62015796407741
"RAM","RHERRTSST","East China Sea","Round herring","Etrumeus sadina",2013,43991.57093,0.897215814602221,1.18260787461052
"RAM","RKCRABBB","East Bering Sea","Red king crab","Paralithodes camtschaticus",2007,23645.80209,4.71264367816092,1.05454545454545
"RAM","RKCRABPI","East Bering Sea","Red king crab","Paralithodes camtschaticus",2008,653.1810113,1.91440667394752,0
"RAM","RMULLMEDGSA1","Mediterranean Sea","Red mullet","Mullus barbatus barbatus",2013,181.9086313,1.02735047898826,4.85185185185185
"RAM","RMULLMEDGSA11","Mediterranean Sea","Red mullet","Mullus barbatus barbatus",2012,272.2908703,0.620784191833668,9.54545454545454
"RAM","RMULLMEDGSA17-18","Mediterranean Sea","Red mullet","Mullus barbatus barbatus",2014,6027.012658,1.48217284751001,1.3219512195122
"RAM","RMULLMEDGSA19","Mediterranean Sea","Red mullet","Mullus barbatus barbatus",2014,389.7110343,0.791506051238739,2.2
"RAM","RMULLMEDGSA29","Black Sea","Red mullet","Mullus barbatus barbatus",2014,3000.218729,0.519251220177469,1.671875
"RAM","RMULLMEDGSA5","Mediterranean Sea","Red mullet","Mullus barbatus barbatus",2012,21.57757946,1.32175805681705,7.64285714285714
"RAM","RMULLMEDGSA6","Mediterranean Sea","Red mullet","Mullus barbatus barbatus",2013,1296.601364,1.8921548512946,2.7719298245614
"RAM","RMULLMEDGSA9","Mediterranean Sea","Red mullet","Mullus barbatus barbatus",2013,777.9749489,1.2077914872868,1.16810336471486
"RAM","RPORGYSATLC","Southeast U.S. Continental Shelf","Red porgy","Pagrus pagrus",2011,378.2960366,0.475464022374778,0.862871297867591
"RAM","RROCKLOBSTERCRA1","New Zealand Shelf","Red rock lobster","Jasus edwardsii",2013,161.109,0.664432145655362,0.388614519883869
"RAM","RROCKLOBSTERCRA2","New Zealand Shelf","Red rock lobster","Jasus edwardsii",2012,265.7825,0.323233759588635,0.698672080301967
"RAM","RROCKLOBSTERCRA3","New Zealand Shelf","Red rock lobster","Jasus edwardsii",2013,212.492,1.12713386004223,1.55175907049632
"RAM","RROCKLOBSTERCRA4","New Zealand Shelf","Red rock lobster","Jasus edwardsii",2010,679.969,0.766500073139543,0.358106969880191
"RAM","RROCKLOBSTERCRA5","New Zealand Shelf","Red rock lobster","Jasus edwardsii",2014,560.0995,1.43092231261973,1.0044994408705
"RAM","RROCKLOBSTERCRA7","New Zealand Shelf","Red rock lobster","Jasus edwardsii",2014,193.628,0.479120769442856,0.220940346248483
"RAM","RROCKLOBSTERCRA8","New Zealand Shelf","Red rock lobster","Jasus edwardsii",2014,1082.505,0.279993637424583,0.887839029958656
"RAM","RROCKLOBSTERSAUSNZ","South West Australian Shelf","Rock lobster","Jasus edwardsii",2009,750.7441938,0.499600465225669,0.825841111473517
"RAM","RROCKLOBSTERSAUSSZ","Southeast Australian Shelf","Rock lobster","Jasus edwardsii",2009,1698.691069,0.470473651845923,1.55887955263382
"RAM","RSFLOUNSOJ","Sea of Japan","Round nose flounder","Eopsetta grigorjewi",2013,1568.679061,0.516971279373368,1.05775387373544
