"stockid","stocklong","country","region","lme","area","areaid","species","comm_name","year","msy_mt","bmsy_mt","umsy","bbmsy","uumsy","biomass_mt","catch_mt","er","r_est","k_mt_est","msy_mt_est"
"SARDWSE","Sardine Western half of Southeast Australia","Australia","Australia","Southeast Australian Shelf","Western half of Southeast Australia","Australia-SARDI-WSE","Sardinops sagax","Sardine",2014,85725.79816,68694.66973,1.247925035,7.65930627322796,0.202481909396806,413952,33972.2,0.0820679692331478,1.497510042,170934.320582554,85725.7981271237
"SAURNWPAC","Pacific saury Northwest Pacific","Japan","Japan","Kuroshio Current","Northwest Pacific","Japan-FAJ-NWPAC","Cololabis saira","Pacific saury",2013,474259.1,1355026,0.35,2.08114087847761,0.149949341438703,2820000,148000,0.0524822695035461,0.42,3371738.29632,474259.1
"SBREAMCH","Deepwater cardinalfish Chile","multinational","South America","Humboldt Current","Chile","multinational-SPRFMO-CHL","Epigonus crassicaudus","Deepwater cardinalfish",2011,2194.157172,7158.425488,0.306513936,0.128519882136405,0.31490163347886,920,88.8,0.0965217391304348,0.3678167232,17812.4533103002,2194.1571718896
"SBWHITACIR","Southern blue whiting Campbell Island Rise","New Zealand","New Zealand","South Pacific Ocean","Campbell Island Rise","New Zealand-MFish-CIR","Micromesistius australis","Southern blue whiting",2013,20826.21652,121337.8185,0.171638297,1.45579868383915,0.815668778163186,176643.436407985,28600,0.16190808207526,0.2059659564,301927.32052992,20826.2165290351
"SBWHITCH","Southern blue whiting Central-Southern Chile","Chile","South America","Humboldt Current","Central-Southern Chile","Chile-SUBPESCA-CH-CS","Micromesistius australis","Southern blue whiting",2014,3125.99673,229995.3147,0.013591567,0.401,2.08,167000,11200,0.067065868263473,0.0163098804,572301.941474304,3125.99672943114
"SCALL5ZMAB","Sea scallop Georges Bank and Mid-Atlantic Bight","USA","US East Coast","Northeast U.S. Continental Shelf","Georges Bank and Mid-Atlantic Bight","USA-NMFS-5ZMAB","Placopecten magellanicus","Sea scallop",2013,23798,96480,0.246662521,1.37852404643449,0.570015677061384,133000,18700,0.140601503759399,0.2959950252,240073.1136,23798.00002608
"SCALLNBB","Sea scallop North Brown Bank","Canada","Canada East Coast","Northeast U.S. Continental Shelf","North Brown Bank","Canada-DFO-NBB","Placopecten magellanicus","Sea scallop",2010,2131.382793,7422.164801,0.287164574,1.22336275782729,0.0710394033492446,9080,201,0.022136563876652,0.3445974888,18468.7211176243,2131.38279323696
"SCMPBP","Scampi Bay of Plenty","New Zealand","New Zealand","New Zealand Shelf","Bay of Plenty","New Zealand-MFish-BOP","Metanephrops challengeri","Scampi",2012,342.4918,3805.464444,0.09,1.81000209248797,0.331654263179901,3819.23830715114,114,0.0298488836861912,0.108,9469.21328529408,342.49179996
"SCMPMB","Scampi Mernoo Bank","New Zealand","New Zealand","New Zealand Shelf","Mernoo Bank","New Zealand-MFish-MB","Metanephrops challengeri","Scampi",2014,24.46001041,3516.374555,0.006956031,1.27151051625239,8.5527355255402,4471.107225606,266,0.059493093450459,0.0083472372,8749.8651326976,24.4600104121912
"SCMPWHB","Scampi Wairarapa/Hawke Bay","New Zealand","New Zealand","New Zealand Shelf","Wairarapa/Hawke Bay","New Zealand-MFish-WHB","Metanephrops challengeri","Scampi",2012,194,941.7475728,0.206,1.51088588588589,0.267306458720841,1785.15875861331,98.3,0.0550651304964934,0.2472,2343.3693203497,193.9999999968
"SCUPNWATLC","Scup Northwestern Atlantic Coast","USA","US East Coast","Northeast U.S. Continental Shelf","Northwestern Atlantic Coast","USA-NMFS-NWATLC","Stenotomus chrysops","Scup",2014,11752,223488.3229,0.052584403,2.09617190900552,0.577272727272727,468469.944349168,10600,0.0226268517924374,0.0631012836,556110.463638528,11752.0000371677
"SDOGATLC","Spiny dogfish Atlantic Coast","USA","US East Coast","Northeast U.S. Continental Shelf","Atlantic Coast","USA-NMFS-ATLC","Squalus acanthias","Spiny dogfish",2013,20519.78649,437178.2485,0.046936888,1.32464466877605,0.610655737704918,579105.83616771,12400,0.0214123209015786,0.0563242656,1087839.37930752,20519.7864858807
"SFLOUNMATLC","Summer flounder Mid-Atlantic Coast","USA","US East Coast","Northeast U.S. Continental Shelf","Mid-Atlantic Coast","USA-NMFS-MATLC","Paralichthys dentatus","Summer flounder",2014,12945,167988.3943,0.077058895,0.645895438663974,1.16181229773463,108502.937639378,10200,0.0940066713576076,0.092470674,418008.881304576,12945.0000375823
"SHAKE4VWX","Silver hake Scotian Shelf and Bay of Fundy","Canada","Canada East Coast","Scotian Shelf","Scotian Shelf and Bay of Fundy","Canada-DFO-4VWX","Merluccius bilinearis","Silver hake",2014,16000,59000,0.271186441,2.47457627118644,0.175029965753425,146000,6930,0.0474657534246575,0.3254237292,146810.88,16000.000019
"SILVERFISHSE","Silverfish Southeast Australia","Australia","Australia","Southeast Australian Shelf","Southeast Australia","Australia-AFMA-SE","Seriolella punctata","Silverfish",2014,2064.398075,7768.102679,0.265753191,0.776810731143678,0.318943938676513,5884.9,381.5389,0.0648335400771466,0.3189038292,19329.5252582093,2064.3980749599
"SKJCIO","Skipjack tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","Indian Ocean","multinational-IOTC-IO","Katsuwonus pelamis","Skipjack tuna",2011,510000,788806,0.528647094,0.909,0.736,947000,383000,0.404435058078142,0.6343765128,1962801.74592,416999.999629764
"SKJCWPAC","Skipjack tuna Central Western Pacific Ocean","multinational","Pacific Ocean","North Pacific Ocean","Central Western Pacific Ocean","multinational-WCPFC-CWPAC","Katsuwonus pelamis","Skipjack tuna",2014,1618800,2388395.368,0.677777232,2.03,0.603577237583552,4840000,1980000,0.409090909090909,0.8133326784,5943091.96210176,1618800.00144466
"SKJEATL","Skipjack tuna Eastern Atlantic","multinational","Atlantic Ocean","North Atlantic Ocean","Eastern Atlantic","multinational-ICCAT-EATL","Katsuwonus pelamis","Skipjack tuna",2006,156500,384114.7464,0.407430336,1.71,0.431975689193939,656000,113000,0.172256097560976,0.4889164032,955800.405762048,156500.000188307
"SKJWATL","Skipjack tuna Western Atlantic","multinational","Atlantic Ocean","North Brazil Shelf","Western Atlantic","multinational-ICCAT-WATL","Katsuwonus pelamis","Skipjack tuna",2013,31620,29160,1.08436214,1.2,0.488687782805428,35100,18600,0.52991452991453,1.301234568,72559.4112,31620.0000024
"SMDOGATL","Smooth dogfish Atlantic","USA","US East Coast","Northeast U.S. Continental Shelf","Atlantic","USA-NMFS-ATL","Mustelus canis","Smooth dogfish",2012,1358.497421,10530.98776,0.129,2.12135846219994,0.790697674418605,22340,1451.2,0.0649597135183527,0.1548,26204.4674629632,1358.49742104
"SMOOTHOREOBP","Smooth oreo Bounty Plateau","New Zealand","New Zealand","New Zealand Shelf","Bounty Plateau","New Zealand-MFish-BP","Pseudocyttus maculatus","Smooth oreo",2008,447,6385.714286,0.07,0.828610064159738,0.721428571428571,17848.666016442,670,0.0375378193184187,0.084,15889.7005721395,447.00000002
"SMOOTHOREOCR","Smooth oreo Chatham Rise","New Zealand","New Zealand","New Zealand Shelf","Chatham Rise","New Zealand-MFish-CR","Pseudocyttus maculatus","Smooth oreo",2013,2996,15768.42105,0.19,0.72121960722546,1.55,32964.2582122191,5960,0.180801884320599,0.228,39236.877467136,2995.9999995
"SMOOTHOREOEPR","Smooth oreo East Pukaki Rise","New Zealand","New Zealand","New Zealand Shelf","East Pukaki Rise","New Zealand-MFish-EPR","Pseudocyttus maculatus","Smooth oreo",2006,443,5537.5,0.08,0.888,1.975,11803.4817850721,1370,0.116067447296157,0.096,13779.072,443
"SMOOTHOREOSLD","Smooth oreo Southland","New Zealand","New Zealand","New Zealand Shelf","Southland","New Zealand-MFish-SLD","Pseudocyttus maculatus","Smooth oreo",2007,420.72,11998.80115,0.035063503,0.793,0.778587353351432,12991.519167858,260,0.0200130559513979,0.0420762036,29856.856877568,420.720000119428
"SMOOTHOREOWECR","Smooth oreo West end of Chatham Rise","New Zealand","New Zealand","New Zealand Shelf","West end of Chatham Rise","New Zealand-MFish-WECR","Pseudocyttus maculatus","Smooth oreo",2009,2179,18158.33333,0.12,0.883006422081843,0.1875,92822.3335986228,1530,0.0164831020798932,0.144,45183.7439917056,2178.9999996
"SMSHRMPMEDGSA17-18","Spottail mantis shrimp Adriatic Sea (GSA 17,18)","multinational","Mediterranean-Black Sea","Mediterranean Sea","Adriatic Sea (GSA 17,18)","multinational-GFCM-GSA17-18","Squilla mantis","Spottail mantis shrimp",2014,6715.999598,33350.26287,0.201377711,1.68133877244779,1.2375,56073.0900338521,4290,0.0765072871391619,0.2416532532,82986.1261046784,6715.99959800889
"SMULLMEDGSA15-16","Surmullet Malta Island and South of Sicily (GSA 15, 16)","multinational","Mediterranean-Black Sea","Mediterranean Sea","Malta Island and South of Sicily (GSA 15, 16)","multinational-GFCM-GSA15-16","Mullus surmuletus","Surmullet",2012,2165.315352,3355.122247,0.645375993,1.9032608987541,4.10526315789474,6385.67298317078,753,0.117920225790532,0.7744511916,8348.61778965504,2165.31535179402
"SMULLMEDGSA9","Surmullet Ligurian and North Tyrrhenian Sea","multinational","Mediterranean-Black Sea","Mediterranean Sea","Ligurian and North Tyrrhenian Sea","multinational-GFCM-GSA9","Mullus surmuletus","Surmullet",2014,440.2811169,781.1252005,0.563649869,1.80508835087827,1.17307692307692,1410,305,0.216312056737589,0.6763798428,1943.68945890816,440.281116934424
"SNAPSAUSSSG","Snapper Southern Spencer Gulf","Australia","Australia","South West Australian Shelf","Southern Spencer Gulf","Australia-SARDI-SAUSSSG","Pagrus auratus","Snapper",2009,370.5969445,2460.891111,0.150594613,1.45475758110453,0.664034376847198,3580,167,0.0466480446927374,0.1807135356,6123.48456932352,370.596944496185
"SNOWCRABBS","Snow crab Bering Sea","USA","US Alaska","East Bering Sea","Bering Sea","USA-NMFS-BS","Chionoecetes opilio","Snow crab",2014,47733.39516,146357,0.328258796,4.96730597101608,NA,727000,27800,0.0382393397524072,0.3939105552,364183.05024,48042.972606172
"SNOWCRABESJ","Snow crab Sea of Japan East","Japan","Japan","Sea of Japan","Sea of Japan East","Japan-FAJ-ESJ","Chionoecetes opilio","Snow crab",2013,829.135,1193,0.695,1.47527242246438,0.216644865925442,1760,265,0.150568181818182,0.834,2968.56576,829.135
"SNOWCRABNPAC","Snow crab North Pacific","Japan","Japan","Kuroshio Current","North Pacific","Japan-FAJ-NPAC","Chionoecetes opilio","Snow crab",2013,159.068,988,0.161,0.385627530364372,0.042386006097064,381,2.6,0.0068241469816273,0.1932,2458.46016,159.068
"SNOWCRABSGSL","Snow crab Southern Gulf of St. Lawrence","Canada","Canada East Coast","Scotian Shelf","Southern Gulf of St. Lawrence","Canada-DFO-4T","Chionoecetes opilio","Snow crab",2014,22948.96397,64964.22749,0.353255397,1.03903336663844,1.05023165435177,67500,24400,0.361481481481481,0.4239064764,161651.786547917,22948.9639727783
"SNOWCRABWSJ","Snow crab Sea of Japan West","Japan","Japan","Sea of Japan","Sea of Japan West","Japan-FAJ-WSJ","Chionoecetes opilio","Snow crab",2013,5475.84,11408,0.48,1.95476858345021,0.300822122571002,22300,3220,0.144394618834081,0.576,28386.75456,5475.84
"SNOWGROUPSATLC","Snowy grouper Southern Atlantic coast","USA","US Southeast and Gulf","Southeast U.S. Continental Shelf","Southern Atlantic coast","USA-NMFS-SATLC","Hyporthodus niveatus","Snowy grouper",2012,189.8737661,2091.7,0.090774856,0.48951048951049,1.07237992031008,1130,110,0.0973451327433628,0.1089298272,5204.818944,189.8737662952
"SNROCKPCOAST","Splitnose rockfish Pacific Coast","USA","US West Coast","California Current","Pacific Coast","USA-NMFS-PCOAST","Sebastes diploproa","Splitnose rockfish",2008,1268,31859.29648,0.0398,1.86650485436893,0.0577889447236181,64900,66,0.00101694915254237,0.04776,79276.1246171136,1267.999999904
"SOLEIIIa-2224","Common sole ICES 22-24-3a","multinational","European Union","Baltic Sea","ICES 22-24-3a","multinational-ICES-22-24-IIIa","Solea solea","Common sole",2014,929.650117,3213.334537,0.25202952,0.865384615384615,0.708695652173913,2730,335,0.122710622710623,0.302435424,7995.80459510784,809.855160959532
"SOLEIS","Common sole Irish Sea","multinational","European Union","Celtic-Biscay Shelf","Irish Sea","multinational-ICES-VIIa","Solea solea","Common sole",2014,1354.503223,7685.869055,0.131426925,0.255428571428571,0.585,989,107,0.108190091001011,0.15771231,19124.9016869376,1010.13013585131
"SOLENS","Common sole North Sea","multinational","European Union","North Sea","North Sea","multinational-ICES-IV","Solea solea","Common sole",2014,25032.4721,64710.75171,0.410619357,1.21428571428571,1.3,54900,13100,0.238615664845173,0.4927432284,161021.057695027,26571.4872581469
"SOUTHHAKECH","Southern hake Central-Southern Chile","Chile","South America","Humboldt Current","Central-Southern Chile","Chile-SUBPESCA-CH-CS","Merluccius australis","Southern hake",2014,19375.04508,541148.0653,0.035803593,0.539443155452436,1.08626198083067,294000,17000,0.0578231292517007,0.0429643116,1346549.5538473,19375.0450827386
"SOUTHHAKECR","Southern hake Chatham Rise","New Zealand","New Zealand","New Zealand Shelf","Chatham Rise","New Zealand-MFish-CR","Merluccius australis","Southern hake",2012,4144,10625.64103,0.39,1.23382485705688,0.0973699361725887,25016.935736507,950,0.0379742751073095,0.468,26439.9950877696,4144.0000017
"SOUTHHAKESA","Southern hake Sub-Antarctic","New Zealand","New Zealand","New Zealand Shelf","Sub-Antarctic","New Zealand-MFish-SA","Merluccius australis","Southern hake",2014,4341,20248.90149,0.214382,1.43553293190142,0.22,41027.9999191171,1800,0.0438724774190439,0.2572584,50385.7465555968,4340.99999922918
"SOUTHHAKEWCSI","Southern hake West Coast South Island","New Zealand","New Zealand","New Zealand Shelf","West Coast South Island","New Zealand-MFish-WCSI","Merluccius australis","Southern hake",2012,8077,11376.05634,0.71,1.40263847670212,0.16,54638.2022397152,3600,0.0658879657900465,0.852,28307.2685119488,8077.0000014
"SPANMACKGM","Spanish mackerel Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","Gulf of Mexico","USA-NMFS-GM","Scomberomorus maculatus","Spanish mackerel",2010,1504.293125,24992.16531,0.060190588,1.65393171486604,0.388888888888889,25100,567,0.0225896414342629,0.0722287056,62188.5047841792,1504.2931254021
"SPANMACKSATLC","Spanish mackerel Southern Atlantic coast","USA","US Southeast and Gulf","Southeast U.S. Continental Shelf","Southern Atlantic coast","USA-NMFS-SATLC","Scomberomorus maculatus","Spanish mackerel",2011,2750,9548,0.288018433,1.48805878750765,0.550928925619835,12100,1920,0.158677685950413,0.3456221196,23758.47936,2749.999998284
"SPANMACKSETO","Japanese Spanish mackerel Inland Sea of Japan","Japan","Japan","Kuroshio Current","Inland Sea of Japan","Japan-FAJ-SETO","Scomberomorus niphonius","Japanese spanish mackerel",2013,6926.257021,24474.40643,0.283,0.150834979349973,1.27581189658756,4930,1780,0.36105476673428,0.3396,60900.1550078976,6926.25701969
"SPHAKECH","South Pacific hake Central-Southern Chile","Chile","South America","Humboldt Current","Central-Southern Chile","Chile-SUBPESCA-CH-CS","Merluccius gayi gayi","South pacific hake",2014,60523.9067,515392.9577,0.117432545,0.44,0.47,312000,18000,0.0576923076923077,0.140919054,1282462.60450406,60523.9066977883
"SPRAT22-32","Sprat Baltic Areas 22-32","multinational","European Union","Baltic Sea","Baltic Areas 22-32","multinational-ICES-22-32","Sprattus sprattus","Sprat",2014,252295.0787,1478430.614,0.1704631,1.21929824561404,1.55,1170000,244000,0.208547008547009,0.20455572,3678808.46542848,252017.865597343
"SPRBLKGSA29","Sprat Black Sea","multinational","Mediterranean-Black Sea","Black Sea","Black Sea","multinational-GFCM-GSA29","Sprattus sprattus","Sprat",2014,342927.2147,1198489.281,0.286132901,1.520488354694,0.946875,1822288.9946173,58400,0.0320476061549527,0.3433594812,2982224.84769792,342927.214789934
"SPSDOGPCOAST","Spotted spiny dogfish Pacific Coast","USA","US West Coast","California Current","Pacific Coast","USA-NMFS-PCOAST","Squalus suckleyi","Spotted spiny dogfish",2010,848,160000,0.0053,1.3512293478588,1.47169811320755,218000,1160,0.00532110091743119,0.00636,398131.2,848
"SRAKEROCKBSAI","Shortraker rockfish Bering Sea and Aleutian Islands","USA","US Alaska","East Bering Sea","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Sebastes borealis","Shortraker rockfish",2014,2443.804495,10920.40943,0.22378323,2.10614813917284,0.0382746168750194,23000,197,0.00856521739130435,0.268539876,27173.4731928576,2443.80449516786
"SRAKEROCKGA","Shortraker rockfish Gulf of Alaska","USA","US Alaska","Gulf of Alaska","Gulf of Alaska","USA-NMFS-GA","Sebastes borealis","Shortraker rockfish",2014,3082.679242,36328.54964,0.084855555,1.52772407789413,0.145451200482305,55500,685,0.0123423423423423,0.101826666,90397.0566402048,3082.67924204725
"SSANDWSJ","Sailfin sandfish Sea of Japan West","Japan","Japan","Sea of Japan","Sea of Japan West","Japan-FAJ-WSJ","Arctoscopus japonicus","Sailfin sandfish",2013,6694.38,13230,0.506,1.86696900982615,0.298442975788514,24700,3730,0.151012145748988,0.6072,32920.4736,6694.38
"SSHRIMPSMAPRD","Sidestripe shrimp Shrimp Management Area PRD","Canada","Canada West Coast","Gulf of Alaska","Shrimp Management Area PRD","Canada-DFO-SMA-PRD","Pandalopsis dispar","Sidestripe shrimp",2010,172.5063707,602.6936327,0.28622564,2.02424570927444,0.152063910710216,1220,53.1,0.0435245901639344,0.343470768,1499.69462012006,172.506370743482
"SSSHRIMPSMA14","Sidestripe shrimp Shrimp Management Area 14","Canada","Canada West Coast","Gulf of Alaska","Shrimp Management Area 14","Canada-DFO-SMA-14","Pandalopsis dispar","Sidestripe shrimp",2010,44.41607095,79.21810808,0.560680784,2.94124671299522,0.0780779817742689,233,10.2,0.0437768240343348,0.6728169408,197.120002697626,44.4160709452911
"SSSHRIMPSMA16","Sidestripe shrimp Shrimp Management Area 16","Canada","Canada West Coast","Gulf of Alaska","Shrimp Management Area 16","Canada-DFO-SMA-16","Pandalopsis dispar","Sidestripe shrimp",2010,20.21331739,31.49004966,0.64189538,2.89932854935993,0.0972612458423602,91.3,5.7,0.0624315443592552,0.770274456,78.3573203699712,20.2133173927246
"SSSHRIMPSMA18-19","Sidestripe shrimp Shrimp Management Areas 18 and 19","Canada","Canada West Coast","Gulf of Alaska","Shrimp Management Areas 18 and 19","Canada-DFO-SMA-18-19","Pandalopsis dispar","Sidestripe shrimp",2011,10.99496502,19.44914728,0.565318616,1.13629660374498,0,22.1,0,0,0.6783823392,48.3957021597696,10.9949650227098
"SSSHRIMPSMAFR","Sidestripe shrimp Shrimp Management Area FR","Canada","Canada West Coast","Gulf of Alaska","Shrimp Management Area FR","Canada-DFO-SMA-FR","Pandalopsis dispar","Sidestripe shrimp",2010,55.48931653,174.2208889,0.31849979,2.84696056329213,0.242442049759229,496,38.3,0.0772177419354839,0.382199748,433.517322267648,55.4893165282633
"SSTHORNHGA","Shortspine thornyhead Gulf of Alaska","USA","US Alaska","Gulf of Alaska","Gulf of Alaska","USA-NMFS-GA","Sebastolobus alascanus","Shortspine thornyhead",2014,3341.997119,43928.09634,0.076078806,1.86896330231459,0.180913759365014,82100,1130,0.0137637028014616,0.0912945672,109307.160684749,3341.99711940017
"SSTHORNHPCOAST","Shortspine thornyhead Pacific Coast","USA","US West Coast","California Current","Pacific Coast","USA-NMFS-PCOAST","Sebastolobus alascanus","Shortspine thornyhead",2012,2034,133036.8933,0.015288992,1.85756066714094,0.374,244000,911,0.00373360655737705,0.0183467904,331038.362336256,2033.99999736855
"STFLOUNNPCOAST","Starry flounder Northern Pacific Coast","USA","US West Coast","California Current","Northern Pacific Coast","USA-NMFS-NPCOAST","Platichthys stellatus","Starry flounder",2004,818,4840.236686,0.169,1.23834196891192,0.117889773062187,5220,104,0.0199233716475096,0.2028,12044.0577505075,817.999999934
"STFLOUNSPCOAST","Starry flounder Southern Pacific Coast","USA","US West Coast","California Current","Southern Pacific Coast","USA-NMFS-SPCOAST","Platichthys stellatus","Starry flounder",2004,396,2329.411765,0.17,1.5497474745518,0.0747058823623739,3610,46,0.0127423822714681,0.204,5796.3218830848,396.00000005
"STMARLINIO","Striped marlin Indian Ocean","multinational","Indian Ocean","Indian Ocean","Indian Ocean","multinational-IOTC-IO","Kajikia audax","Striped marlin",2011,4218,28313,0.148977502,0.523,1.32887832711802,14800,2930,0.197972972972973,0.1787730024,70451.80416,4218.000014126
"STMARLINNEPAC","Striped marlin Northeast Pacific","multinational","Pacific Ocean","North Pacific Ocean","Northeast Pacific","multinational-IATTC-NEPAC","Kajikia audax","Striped marlin",2009,2596,4338.155897,0.598410952,1.52,0.0754,5060,1360,0.268774703557312,0.7180931424,10794.720081623,2596.00000024818
"STMARLINSWPO","Striped marlin Western Pacific Ocean","multinational","Pacific Ocean","South Pacific Ocean","Western Pacific Ocean","multinational-WCPFC-SWPAC","Kajikia audax","Striped marlin",2011,2081,7325.7409,0.284066831,0.91,0.806148325861262,6640,1520,0.228915662650602,0.3408801972,18228.787596288,2081.00000219009
"STMARLINWCNPAC","Striped marlin Western and Central North Pacific","Multinational","Pacific Ocean","North Pacific Ocean","Western and Central North Pacific","multinational-ISC-WCNPAC","Kajikia audax","Striped marlin",2013,5657,10865.9786,0.520615787,NA,NA,6820,2980,0.436950146627566,0.6247389444,27038.031869952,5657.00000036416
"SURFMATLC","Atlantic surfclam Mid-Atlantic Coast","USA","US East Coast","Northeast U.S. Continental Shelf","Mid-Atlantic Coast","USA-NMFS-MATLC","Spisula solidissima","Atlantic surfclam",2011,98000,972000,0.100823045,1.09053497942387,0.174039276087794,1060000,18600,0.0175471698113208,0.120987654,2418647.04,97999.99974
"SWHITSE","School whiting Southeast Australia","Australia","Australia","Southeast Australian Shelf","Southeast Australia","Australia-AFMA-SE","Sillago flindersi","School whiting",2014,2070.344826,3677.208272,0.563020823,1.80707423228556,0.595407176419117,8050,1230,0.152795031055901,0.6756249876,9150.07088738304,2070.34482764385
"SWORDIO","Swordfish Indian Ocean","multinational","Indian Ocean","Indian Ocean","Indian Ocean","multinational-IOTC-IO","Xiphias gladius","Swordfish",2012,27100,19859.559,1.364582164,1.81,0.697,35980.84807905,29700,0.825439131805594,1.6374985968,49416.93785088,27099.9999963057
"SWORDMED","Swordfish Mediterranean Sea","multinational","Mediterranean-Black Sea","Mediterranean Sea","Mediterranean Sea","multinational-ICCAT-MED","Xiphias gladius","Swordfish",2008,14600,73727.73073,0.198025897,0.96,0.954420623864705,64600,12200,0.188854489164087,0.2376310764,183458.186930074,14600.0000115827
"SWORDNATL","Swordfish Northern Atlantic","multinational","Atlantic Ocean","North Atlantic Ocean","Northern Atlantic","multinational-ICCAT-NATL","Xiphias gladius","Swordfish",2012,13700,65060,0.210574854,1.14,0.886805013679955,73900,13800,0.186738836265223,0.2526898248,161890.0992,13700.00000124
"SWORDNPAC","Swordfish North Pacific Ocean","Multinational","Pacific Ocean","North Pacific Ocean","North Pacific Ocean","multinational-ISC-NPAC","Xiphias gladius","Swordfish",2012,14920,60720,0.25,1.19,0.56,72500,9860,0.136,0.3,151090.7904,15180
"SWORDSATL","Swordfish South Atlantic","multinational","Atlantic Ocean","South Atlantic Ocean","South Atlantic","multinational-ICCAT-SATL","Xiphias gladius","Swordfish",2012,14210,58360,0.243488691,0.977,0.756546538760694,57000,10500,0.184210526315789,0.2921864292,145218.3552,14210.00000676
"TARAKNZ","Tarakihi Sub-Antarctic","New Zealand","New Zealand","New Zealand Shelf","Sub-Antarctic","New Zealand-MFish-SA","Nemadactylus macropterus","Tarakihi",2007,682,11187.19993,0.060962529,2.22,0.631535479769876,7733.7037876346,957,0.123744072216749,0.0731550348,27837.3333298176,682.000000161423
"TASGIANTCRABTAS","Tasmanian giant crab Tasmania","Australia","Australia","Southeast Australian Shelf","Tasmania","Australia-AFMA-TAS","Pseudocarcinus gigas","Tasmanian giant crab",2007,65.76027451,1514.870444,0.043409834,0.503013312470436,4.14652587706279,762,57.1,0.0749343832020997,0.0520918008,3769.48242321408,65.7602745055463
"TIGERFLATSE","Tiger flathead Southeast Australia","Australia","Australia","Southeast Australian Shelf","Southeast Australia","Australia-AFMA-SE","Platycephalus richardsoni","Tiger flathead",2014,2854.058088,17350.91012,0.164490397,1.27839164707989,4.14487468100354,22800,2840,0.124561403508772,0.1973884764,43174.6166697984,2854.05809395012
"TILEGM","Tilefish Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","Gulf of Mexico","USA-NMFS-GM","Lopholatilus chamaeleonticeps","Tilefish",2009,134.1907424,1307.980107,0.102593871,0.763773083897521,1.81478858699255,999,186,0.186186186186186,0.1231126452,3254.67305985024,134.190742368124
"TILEMATLC","Tilefish Mid-Atlantic Coast","USA","US East Coast","Northeast U.S. Continental Shelf","Mid-Atlantic Coast","USA-NMFS-MATLC","Lopholatilus chamaeleonticeps","Tilefish",2012,1029,7378.55297,0.139458239,1.01494275179507,0.743243243243243,7488.80885574284,834,0.111366175324457,0.1673498868,18360.2009263104,1029.00000356442
"TILESATLC","Tilefish Southern Atlantic coast","USA","US Southeast and Gulf","Southeast U.S. Continental Shelf","Southern Atlantic coast","USA-NMFS-SATLC","Lopholatilus chamaeleonticeps","Tilefish",2011,253.9886108,2918,0.099174743,0.884673263714716,0.745762711864407,5240,180,0.0343511450381679,0.1190096916,7260.91776,289.391900074
"TREVALLYTRE7","Trevally New Zealand Areas TRE 7","New Zealand","New Zealand","New Zealand Shelf","New Zealand Areas TRE 7","New Zealand-MFish-TRE7","Pseudocaranx dentex","Trevally",2014,1818,9251.873279,0.196500746,1.28698688392497,0.678,11907.039561516,1530,0.12849541585005,0.2358008952,23021.6213176013,1818.00000122097
"TURBLKGSA29","Turbot Black Sea","multinational","Mediterranean-Black Sea","Black Sea","Black Sea","multinational-GFCM-GSA29","Scophthalmus maximus","Turbot",2014,2563.61284,38232.18004,0.067053797,0.113585058908711,5.38461538461538,4342.60442248909,1160,0.267120807502681,0.0804645564,95133.8982371328,2563.61283926961
"VSNAPGM","Vermilion snapper Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","Gulf of Mexico","USA-NMFS-GM","Rhomboplites aurorubens","Vermilion snapper",2014,1528.606388,13449.34306,0.094155747,1.15736040609137,2.32038834951456,11500,1170,0.101739130434783,0.1129868964,33466.2693230592,1266.33294247357
"VSNAPSATLC","Vermilion snapper Southern Atlantic coast","USA","US Southeast and Gulf","Southeast U.S. Continental Shelf","Southern Atlantic coast","USA-NMFS-SATLC","Rhomboplites aurorubens","Vermilion snapper",2011,696.7187,2252,0.309377753,0.979933110367893,0.957880872124912,2190,649,0.29634703196347,0.3712533036,5603.69664,696.718699756
"WAREHOUESE","Blue warehou Eastern half of Southeast Australia","Australia","Australia","Southeast Australian Shelf","Eastern half of Southeast Australia","Australia-AFMA-ESE","Seriolella brama","Blue warehou",2008,966.66474,1138.233708,0.849267364,1.05117168110303,0.0854150869894623,1680,59,0.0351190476190476,1.0191208368,2832.28970029056,966.664740809106
"WAREHOUWSE","Blue warehou Western half of Southeast Australia","Australia","Australia","Southeast Australian Shelf","Western half of Southeast Australia","Australia-AFMA-WSE","Seriolella brama","Blue warehou",2008,866.7822979,410.7384965,2.110302066,2.24965540196346,0.486025791883965,1430,379,0.265034965034965,2.5323624792,1022.04881561088,866.782297749684
"WEAKFISHATLC","Weakfish Atlantic Coast","USA","US East Coast","Northeast U.S. Continental Shelf","Atlantic Coast","USA-NMFS-ATLC","Cynoscion regalis","Weakfish",2008,6826.30133,11754.7865,0.58072525,0.130661165143924,0.506263504126952,1535.89410036224,899,0.585326813735381,0.6968703,29249.67034368,6826.30132890913
